amount_requested,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood,monthly_income_after_rent,pays_rent,year_month,SAMPLE_WEIGHT
600,1,200,1,2011-03-10 03:38:40,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,3+ years,Bi-weekly,2600,584,501,555,663,560,1,2400,1,2011-03,2.6666666666666665
500,1,325,1,2011-03-10 11:24:16,8,1,6,171.75,500,6,83,124103799,1 year or more,3+ years,3+ years,Monthly,1300,616,501,501,602,572,1,975,1,2011-03,2.6666666666666665
600,0,0,0,2011-03-10 14:07:02,5,1,10,110.61,600,5,83,default,1 year or more,3+ years,3+ years,Bi-weekly,1612,410,604,657,700,637,0,1612,0,2011-03,2.6666666666666665
500,1,275,1,2011-03-10 21:41:30,5,1,5,193.91,500,5,57,default,1 year or more,0-12 months,3+ years,Monthly,1600,716,570,618,596,571,1,1325,1,2011-03,2.6666666666666665
800,1,450,1,2011-03-10 23:23:10,8,1,17,105.88,800,8,84,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,3200,521,609,632,644,637,1,2750,1,2011-03,2.6666666666666665
500,1,400,0,2011-03-11 09:35:57,5,1,10,92.17,500,5,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,600,638,580,620,641,600,1,200,1,2011-03,2.6666666666666665
800,0,1450,1,2011-03-12 00:33:46,8,1,8,231.76,800,8,84,default,1 year or more,3+ years,3+ years,Monthly,3300,785,573,561,680,619,1,1850,1,2011-03,2.6666666666666665
300,1,1500,1,2011-03-12 08:51:15,3,1,6,81.6,300,3,84,124002971,1 year or more,0-12 months,0-12 months,Bi-weekly,4100,544,612,619,627,605,0,2600,1,2011-03,2.6666666666666665
800,1,725,1,2011-03-12 14:09:23,5,1,10,92.17,500,5,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,3400,582,604,622,670,613,0,2675,1,2011-03,2.6666666666666665
700,0,300,1,2011-03-12 22:34:37,3,1,3,398.56,700,3,83,124103799,0-12 months,3+ years,3+ years,Monthly,2356,735,593,653,687,639,1,2056,1,2011-03,2.6666666666666665
500,0,325,1,2011-03-13 07:43:58,5,1,5,193.91,500,5,83,default,1 year or more,1-2 years,1-2 years,Monthly,1172,765,531,543,680,591,0,847,1,2011-03,2.6666666666666665
500,0,287,1,2011-03-14 05:49:53,5,1,5,193.91,500,5,83,124103799,1 year or more,3+ years,0-12 months,Monthly,4600,521,516,552,644,596,1,4313,1,2011-03,2.6666666666666665
800,1,475,0,2011-03-14 14:45:38,8,1,13,77.39,500,6,83,default,0-12 months,3+ years,0-12 months,Bi-weekly,1440,621,532,597,656,593,1,965,1,2011-03,2.6666666666666665
500,1,624,1,2011-03-14 15:50:31,5,1,10,92.17,500,5,84,124002971,1 year or more,0-12 months,3+ years,Bi-weekly,3200,716,556,593,651,605,0,2576,1,2011-03,2.6666666666666665
300,1,600,0,2011-03-14 17:21:18,3,1,6,81.6,300,3,83,124103799,1 year or more,3+ years,3+ years,Bi-weekly,1600,645,565,632,655,594,1,1000,1,2011-03,2.6666666666666665
500,1,150,1,2011-03-15 11:51:00,5,1,5,193.91,500,5,57,default,1 year or more,1-2 years,3+ years,Monthly,3350,528,534,556,647,597,1,3200,1,2011-03,2.6666666666666665
800,1,0,1,2011-03-15 13:03:29,8,1,6,171.75,500,6,84,124000054,1 year or more,3+ years,3+ years,Monthly,1190,541,571,643,648,602,0,1190,0,2011-03,2.6666666666666665
500,1,0,0,2011-03-15 14:12:08,3,1,6,138.48,500,3,83,default,1 year or more,3+ years,3+ years,Semi-monthly,5500,645,532,567,676,608,1,5500,0,2011-03,2.6666666666666665
800,1,0,1,2011-03-15 15:34:11,8,1,13,77.39,500,6,84,default,1 year or more,3+ years,3+ years,Bi-weekly,1000,760,637,674,726,600,0,1000,0,2011-03,2.6666666666666665
800,1,1000,1,2011-03-16 01:07:39,6,1,13,77.39,500,6,83,default,1 year or more,3+ years,3+ years,Bi-weekly,3200,550,538,553,660,604,0,2200,1,2011-03,2.6666666666666665
800,1,550,0,2011-03-16 07:21:38,8,1,16,113.77,800,8,84,324079555,1 year or more,3+ years,3+ years,Semi-monthly,3400,305,566,639,676,617,1,2850,1,2011-03,2.6666666666666665
500,0,0,0,2011-03-16 08:56:43,5,1,10,92.17,500,5,84,324079555,1 year or more,3+ years,1-2 years,Bi-weekly,2000,785,502,546,675,565,0,2000,0,2011-03,2.6666666666666665
500,1,200,1,2011-03-16 11:20:33,6,1,12,84.03,500,6,83,default,1 year or more,3+ years,3+ years,Semi-monthly,4652,547,560,594,680,624,1,4452,1,2011-03,2.6666666666666665
400,0,1054,1,2011-03-16 15:53:11,5,1,10,75.76,400,5,84,324079555,1 year or more,3+ years,3+ years,Semi-monthly,1600,576,589,607,680,628,1,546,1,2011-03,2.6666666666666665
800,0,250,1,2011-03-17 01:44:14,8,1,8,231.76,800,8,84,default,1 year or more,3+ years,3+ years,Monthly,2050,561,637,678,700,648,1,1800,1,2011-03,2.6666666666666665
700,1,250,1,2011-03-17 02:51:23,6,1,13,77.39,500,6,84,124002971,1 year or more,1-2 years,0-12 months,Bi-weekly,1400,574,598,619,649,574,0,1150,1,2011-03,2.6666666666666665
800,1,595,1,2011-03-17 08:13:22,8,1,13,77.39,500,6,83,default,1 year or more,0-12 months,0-12 months,Bi-weekly,2198,543,539,532,629,598,0,1603,1,2011-03,2.6666666666666665
600,0,0,0,2011-03-17 09:36:20,5,1,10,92.17,500,5,83,124103799,1 year or more,3+ years,3+ years,Bi-weekly,2200,765,526,566,661,606,1,2200,0,2011-03,2.6666666666666665
700,0,900,0,2011-03-17 09:42:36,6,1,6,240.46,700,6,83,default,1 year or more,3+ years,3+ years,Monthly,2340,541,615,642,683,629,1,1440,1,2011-03,2.6666666666666665
800,0,920,1,2011-03-17 10:45:39,6,1,12,134.45,800,6,84,324377516,1 year or more,3+ years,3+ years,Semi-monthly,6100,425,618,679,723,639,1,5180,1,2011-03,2.6666666666666665
800,0,200,1,2011-03-17 10:56:42,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,3+ years,Bi-weekly,1640,583,547,556,680,599,1,1440,1,2011-03,2.6666666666666665
500,1,350,0,2011-03-17 11:30:42,5,1,10,94.7,500,5,57,default,1 year or more,1-2 years,0-12 months,Semi-monthly,1700,529,524,543,642,587,0,1350,1,2011-03,2.6666666666666665
800,1,0,1,2011-03-17 17:27:03,5,1,10,92.17,500,5,84,default,1 year or more,0-12 months,0-12 months,Bi-weekly,1150,538,533,545,624,566,0,1150,0,2011-03,2.6666666666666665
500,1,400,1,2011-03-18 10:05:11,5,1,10,92.17,500,5,83,default,1 year or more,1-2 years,0-12 months,Bi-weekly,1340,754,530,572,638,600,1,940,1,2011-03,2.6666666666666665
800,1,1000,1,2011-03-18 10:51:26,8,1,17,105.88,800,8,84,324079555,1 year or more,3+ years,3+ years,Bi-weekly,2600,544,581,640,659,635,1,1600,1,2011-03,2.6666666666666665
300,0,399,0,2011-03-18 15:15:43,8,1,13,46.43,300,6,83,default,1 year or more,3+ years,3+ years,Bi-weekly,920,765,501,513,640,557,1,521,1,2011-03,2.6666666666666665
800,1,500,0,2011-03-18 22:52:11,8,1,8,231.76,800,8,83,123103729,0-12 months,3+ years,3+ years,Monthly,3800,405,604,651,668,635,0,3300,1,2011-03,2.6666666666666665
800,0,605,1,2011-03-19 12:24:30,8,1,17,105.88,800,8,57,default,0-12 months,3+ years,3+ years,Bi-weekly,5200,638,670,737,797,641,1,4595,1,2011-03,2.6666666666666665
500,1,205,1,2011-03-19 12:57:35,5,1,10,94.7,500,5,84,default,1 year or more,0-12 months,0-12 months,Semi-monthly,1200,538,560,569,675,579,0,995,1,2011-03,2.6666666666666665
800,1,825,1,2011-03-19 15:25:23,5,1,10,147.47,800,5,84,324079555,1 year or more,0-12 months,0-12 months,Bi-weekly,2800,595,543,508,645,580,1,1975,1,2011-03,2.6666666666666665
600,0,820,1,2011-03-20 12:56:12,6,1,13,92.87,600,6,84,124302150,1 year or more,3+ years,3+ years,Bi-weekly,3432,762,614,668,703,637,1,2612,1,2011-03,2.6666666666666665
700,0,175,1,2011-03-21 05:33:58,8,1,8,202.79,700,8,84,default,1 year or more,3+ years,3+ years,Monthly,1710,668,535,590,663,594,0,1535,1,2011-03,2.6666666666666665
800,0,1839,1,2011-03-21 08:42:05,8,1,8,231.76,800,8,84,124002971,1 year or more,3+ years,3+ years,Monthly,6000,735,586,563,680,619,1,4161,1,2011-03,2.6666666666666665
800,1,1200,1,2011-03-21 10:03:30,3,1,6,221.57,800,3,84,324079555,1 year or more,3+ years,3+ years,Semi-monthly,11000,572,595,639,659,635,0,9800,1,2011-03,2.6666666666666665
800,0,1200,0,2011-03-21 14:03:28,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,0-12 months,Bi-weekly,3600,530,597,638,680,608,0,2400,1,2011-03,2.6666666666666665
500,0,500,1,2011-03-21 14:05:01,5,1,10,92.17,500,5,83,default,1 year or more,3+ years,3+ years,Bi-weekly,1800,661,511,585,582,577,0,1300,1,2011-03,2.6666666666666665
800,0,600,1,2011-03-21 17:13:17,8,1,17,105.88,800,8,83,default,1 year or more,3+ years,3+ years,Bi-weekly,2180,515,551,558,680,610,1,1580,1,2011-03,2.6666666666666665
500,1,950,1,2011-03-22 09:46:02,6,1,13,77.39,500,6,84,default,1 year or more,3+ years,3+ years,Bi-weekly,3800,771,604,625,664,606,0,2850,1,2011-03,2.6666666666666665
500,1,0,1,2011-03-22 10:35:43,5,1,5,193.91,500,5,83,123103729,1 year or more,3+ years,3+ years,Monthly,4700,534,546,565,664,591,1,4700,0,2011-03,2.6666666666666665
700,1,400,1,2011-03-22 10:40:17,8,1,13,77.39,500,6,57,default,1 year or more,1-2 years,3+ years,Bi-weekly,1400,528,597,631,654,598,1,1000,1,2011-03,2.6666666666666665
400,0,812,1,2011-03-22 13:19:18,3,1,6,108.8,400,3,84,default,0-12 months,3+ years,3+ years,Bi-weekly,1112,717,616,710,757,629,1,300,1,2011-03,2.6666666666666665
800,1,950,1,2011-03-22 13:35:55,8,1,13,77.39,500,6,84,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,2800,530,552,538,675,601,0,1850,1,2011-03,2.6666666666666665
400,1,100,0,2011-03-22 13:47:08,6,1,13,61.91,400,6,57,default,1 year or more,3+ years,1-2 years,Bi-weekly,1550,581,578,611,643,607,0,1450,1,2011-03,2.6666666666666665
500,1,320,1,2011-03-22 14:51:16,5,1,5,193.91,500,5,57,default,1 year or more,3+ years,3+ years,Monthly,1099,577,638,711,741,632,1,779,1,2011-03,2.6666666666666665
300,0,782,1,2011-03-22 15:07:40,3,1,6,83.09,300,3,57,default,1 year or more,3+ years,3+ years,Semi-monthly,2096,492,552,573,680,606,1,1314,1,2011-03,2.6666666666666665
500,1,800,1,2011-03-22 15:20:40,5,1,5,193.91,500,5,84,default,1 year or more,1-2 years,3+ years,Monthly,2000,586,533,557,674,589,1,1200,1,2011-03,2.6666666666666665
800,1,232,1,2011-03-22 15:59:27,8,1,6,171.75,500,6,84,324079555,1 year or more,3+ years,0-12 months,Monthly,1250,541,611,703,747,610,1,1018,1,2011-03,2.6666666666666665
800,1,570,1,2011-03-22 16:46:24,6,1,13,77.39,500,6,84,324377516,1 year or more,0-12 months,3+ years,Bi-weekly,2800,539,678,668,720,617,0,2230,1,2011-03,2.6666666666666665
600,1,300,0,2011-03-22 17:43:13,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,1666,681,514,545,645,569,1,1366,1,2011-03,2.6666666666666665
500,1,750,1,2011-03-23 05:15:37,5,1,10,92.17,500,5,84,124002971,1 year or more,3+ years,3+ years,Bi-weekly,2200,616,599,630,690,630,1,1450,1,2011-03,2.6666666666666665
500,1,630,0,2011-03-23 08:40:27,5,1,10,94.7,500,5,57,default,1 year or more,1-2 years,3+ years,Semi-monthly,2000,763,580,637,681,598,1,1370,1,2011-03,2.6666666666666665
600,1,1500,1,2011-03-23 10:09:33,4,1,8,130.18,600,4,84,124002971,1 year or more,0-12 months,3+ years,Bi-weekly,2800,745,673,719,734,636,0,1300,1,2011-03,2.6666666666666665
500,1,200,1,2011-03-23 14:03:03,8,1,8,144.85,500,8,83,default,1 year or more,0-12 months,0-12 months,Monthly,2800,453,565,563,630,613,0,2600,1,2011-03,2.6666666666666665
800,1,1500,1,2011-03-23 16:23:52,7,1,15,113.56,800,7,84,124000054,1 year or more,0-12 months,0-12 months,Bi-weekly,4878,766,603,627,681,618,1,3378,1,2011-03,2.6666666666666665
500,1,595,1,2011-03-23 17:15:50,6,1,6,171.75,500,6,57,default,1 year or more,0-12 months,0-12 months,Monthly,1800,354,537,536,653,576,0,1205,1,2011-03,2.6666666666666665
700,1,300,1,2011-03-23 18:16:12,5,1,10,92.17,500,5,84,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,1932,624,537,573,674,609,1,1632,1,2011-03,2.6666666666666665
500,1,300,1,2011-03-23 18:24:46,5,1,10,92.17,500,5,83,default,1 year or more,3+ years,0-12 months,Bi-weekly,1400,530,506,548,620,567,0,1100,1,2011-03,2.6666666666666665
500,0,0,1,2011-03-23 18:50:21,5,1,10,92.17,500,5,84,default,1 year or more,1-2 years,0-12 months,Bi-weekly,3000,329,597,649,666,620,0,3000,0,2011-03,2.6666666666666665
500,1,350,0,2011-03-24 07:06:13,5,1,5,193.91,500,5,84,default,1 year or more,0-12 months,0-12 months,Monthly,1500,655,605,661,727,617,0,1150,1,2011-03,2.6666666666666665
800,0,1300,0,2011-03-24 10:03:27,8,1,6,171.75,500,6,84,default,1 year or more,0-12 months,3+ years,Monthly,4251,661,501,509,643,555,0,2951,1,2011-03,2.6666666666666665
800,0,960,1,2011-03-24 10:25:41,8,1,8,231.76,800,8,83,123103729,1 year or more,3+ years,3+ years,Monthly,3700,660,561,568,680,611,1,2740,1,2011-03,2.6666666666666665
500,1,400,1,2011-03-24 10:49:47,5,1,10,92.17,500,5,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,2700,544,590,626,640,613,1,2300,1,2011-03,2.6666666666666665
800,0,915,1,2011-03-24 11:14:27,8,1,16,113.77,800,8,83,default,1 year or more,1-2 years,3+ years,Semi-monthly,1600,603,582,640,702,624,1,685,1,2011-03,2.6666666666666665
600,0,518,1,2011-03-24 12:54:35,6,1,13,77.39,500,6,84,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,2000,544,582,624,659,614,1,1482,1,2011-03,2.6666666666666665
800,1,850,0,2011-03-24 14:04:05,6,1,12,84.03,500,6,84,default,1 year or more,0-12 months,1-2 years,Semi-monthly,3288,583,629,653,684,609,1,2438,1,2011-03,2.6666666666666665
800,1,375,0,2011-03-24 21:56:46,8,1,12,84.03,500,6,83,default,1 year or more,0-12 months,3+ years,Semi-monthly,2404,715,570,595,570,584,1,2029,1,2011-03,2.6666666666666665
700,1,475,1,2011-03-25 10:45:55,5,1,5,193.91,500,5,83,default,1 year or more,3+ years,0-12 months,Monthly,3500,716,556,548,607,589,0,3025,1,2011-03,2.6666666666666665
300,1,250,1,2011-03-25 13:29:01,3,1,3,170.81,300,3,57,default,0-12 months,3+ years,0-12 months,Monthly,850,539,590,684,746,614,1,600,1,2011-03,2.6666666666666665
800,1,0,1,2011-03-25 14:28:46,8,1,6,171.75,500,6,84,124002971,1 year or more,3+ years,1-2 years,Monthly,1500,668,534,594,586,562,0,1500,0,2011-03,2.6666666666666665
800,1,710,1,2011-03-26 13:45:48,5,1,10,147.47,800,5,83,default,1 year or more,1-2 years,3+ years,Bi-weekly,2400,521,552,608,633,596,1,1690,1,2011-03,2.6666666666666665
800,1,475,1,2011-03-26 15:19:41,8,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,2200,715,535,537,640,591,0,1725,1,2011-03,2.6666666666666665
800,1,400,0,2011-03-27 15:25:31,8,1,12,84.03,500,6,83,124103799,1 year or more,3+ years,3+ years,Semi-monthly,1300,670,568,617,668,596,0,900,1,2011-03,2.6666666666666665
300,1,825,0,2011-03-28 08:07:59,5,1,10,56.82,300,5,83,default,1 year or more,3+ years,1-2 years,Semi-monthly,3915,540,543,573,645,603,1,3090,1,2011-03,2.6666666666666665
800,0,500,1,2011-03-28 16:36:37,5,1,10,94.7,500,5,84,default,0-12 months,3+ years,1-2 years,Semi-monthly,2127,547,581,617,672,602,0,1627,1,2011-03,2.6666666666666665
800,0,741,0,2011-03-28 19:09:03,8,1,16,113.77,800,8,83,123103729,1 year or more,0-12 months,3+ years,Semi-monthly,4600,642,652,671,711,654,1,3859,1,2011-03,2.6666666666666665
300,1,310,1,2011-03-28 19:11:49,5,1,5,116.34,300,5,57,default,1 year or more,3+ years,3+ years,Monthly,1244,513,538,556,680,597,0,934,1,2011-03,2.6666666666666665
800,1,568,1,2011-03-28 19:37:03,8,1,12,84.03,500,6,84,124302150,1 year or more,3+ years,1-2 years,Semi-monthly,3800,521,531,596,641,603,0,3232,1,2011-03,2.6666666666666665
700,0,1353,1,2011-03-29 09:14:08,6,1,12,117.64,700,6,84,124000054,1 year or more,3+ years,3+ years,Semi-monthly,5700,543,656,679,729,648,1,4347,1,2011-03,2.6666666666666665
700,1,650,1,2011-03-29 09:42:22,5,1,5,193.91,500,5,84,default,1 year or more,3+ years,3+ years,Monthly,3000,719,522,541,629,587,0,2350,1,2011-03,2.6666666666666665
800,1,325,1,2011-03-29 13:24:14,8,1,12,84.03,500,6,83,default,1 year or more,1-2 years,1-2 years,Semi-monthly,2675,612,533,545,639,601,0,2350,1,2011-03,2.6666666666666665
600,1,689,1,2011-03-29 17:51:52,8,1,13,77.39,500,6,84,124002971,0-12 months,0-12 months,0-12 months,Bi-weekly,2138,712,571,611,663,593,0,1449,1,2011-03,2.6666666666666665
500,1,750,1,2011-03-30 05:33:06,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,3+ years,Bi-weekly,4400,589,582,625,645,612,0,3650,1,2011-03,2.6666666666666665
300,1,350,1,2011-03-30 08:27:19,3,1,6,83.09,300,3,84,124302150,1 year or more,0-12 months,0-12 months,Semi-monthly,1400,677,611,657,724,626,1,1050,1,2011-03,2.6666666666666665
500,0,850,1,2011-03-30 08:45:44,4,1,8,110.97,500,4,84,124002971,1 year or more,3+ years,3+ years,Semi-monthly,4000,768,540,596,589,601,0,3150,1,2011-03,2.6666666666666665
800,0,837,0,2011-03-30 09:32:49,8,1,16,113.77,800,8,84,324377516,1 year or more,3+ years,3+ years,Semi-monthly,2816,536,677,723,752,640,1,1979,1,2011-03,2.6666666666666665
800,0,425,0,2011-03-30 11:40:33,8,1,13,77.39,500,6,83,default,1 year or more,0-12 months,1-2 years,Bi-weekly,2200,521,522,593,569,574,0,1775,1,2011-03,2.6666666666666665
800,1,750,1,2011-03-30 12:53:10,7,1,7,249.97,800,7,83,default,1 year or more,0-12 months,3+ years,Monthly,4324,734,607,614,687,602,1,3574,1,2011-03,2.6666666666666665
700,1,480,1,2011-03-30 15:15:34,5,1,10,94.7,500,5,57,default,1 year or more,1-2 years,1-2 years,Semi-monthly,3160,541,525,516,633,577,0,2680,1,2011-03,2.6666666666666665
800,1,1895,1,2011-03-30 15:19:42,4,1,4,364.28,800,4,84,default,1 year or more,3+ years,3+ years,Monthly,7000,597,613,656,691,646,1,5105,1,2011-03,2.6666666666666665
600,1,675,1,2011-03-30 23:30:38,6,1,13,92.87,600,6,84,324079555,1 year or more,1-2 years,0-12 months,Bi-weekly,2050,492,634,683,742,627,0,1375,1,2011-03,2.6666666666666665
800,1,625,1,2011-03-31 07:55:18,8,1,6,171.75,500,6,83,default,1 year or more,0-12 months,1-2 years,Monthly,2000,538,590,644,684,590,1,1375,1,2011-03,2.6666666666666665
500,1,180,1,2011-03-31 08:31:15,8,1,8,144.85,500,8,57,default,1 year or more,3+ years,1-2 years,Monthly,974,305,563,640,682,612,1,794,1,2011-03,2.6666666666666665
500,0,500,0,2011-03-31 10:17:55,5,1,5,193.91,500,5,84,124002971,1 year or more,1-2 years,1-2 years,Monthly,3100,573,622,657,726,629,0,2600,1,2011-03,2.6666666666666665
700,1,450,1,2011-03-31 12:20:01,6,1,12,117.64,700,6,84,default,1 year or more,3+ years,1-2 years,Semi-monthly,2735,734,582,623,674,632,1,2285,1,2011-03,2.6666666666666665
500,1,200,1,2011-03-31 14:31:21,5,1,10,92.17,500,5,84,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,1800,573,530,542,672,571,0,1600,1,2011-03,2.6666666666666665
600,1,0,1,2011-03-31 15:07:43,6,1,12,84.03,500,6,84,124002971,1 year or more,0-12 months,0-12 months,Semi-monthly,520,530,666,672,710,617,1,520,0,2011-03,2.6666666666666665
600,1,450,1,2011-03-31 17:32:13,5,1,10,94.7,500,5,83,124103799,1 year or more,3+ years,1-2 years,Semi-monthly,1680,473,613,644,689,593,0,1230,1,2011-03,2.6666666666666665
400,0,985,1,2011-04-01 06:46:24,8,1,17,52.94,400,8,84,324377516,1 year or more,3+ years,3+ years,Bi-weekly,1800,593,576,567,662,621,1,815,1,2011-04,3.0
800,1,475,0,2011-04-01 08:43:49,8,1,13,77.39,500,6,84,default,1 year or more,1-2 years,1-2 years,Bi-weekly,1600,621,532,584,629,572,0,1125,1,2011-04,3.0
800,1,900,1,2011-04-01 11:05:44,8,1,16,113.77,800,8,84,124002971,1 year or more,0-12 months,3+ years,Semi-monthly,2440,589,589,635,648,621,0,1540,1,2011-04,3.0
500,1,0,1,2011-04-01 11:41:03,5,1,5,193.91,500,5,83,default,1 year or more,1-2 years,3+ years,Monthly,1300,616,579,587,680,586,1,1300,0,2011-04,3.0
800,1,1600,1,2011-04-01 13:36:31,3,1,3,284.69,500,3,84,default,1 year or more,3+ years,3+ years,Monthly,6000,538,580,607,685,628,1,4400,1,2011-04,3.0
800,0,0,1,2011-04-01 14:34:11,8,1,8,231.76,800,8,84,324079555,1 year or more,3+ years,3+ years,Monthly,790,808,624,668,723,636,0,790,0,2011-04,3.0
500,1,350,1,2011-04-01 15:35:50,6,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,2200,431,629,658,705,642,1,1850,1,2011-04,3.0
800,1,400,1,2011-04-01 17:24:12,8,1,12,84.03,500,6,84,324079555,0-12 months,3+ years,3+ years,Semi-monthly,2400,499,536,576,669,605,1,2000,1,2011-04,3.0
300,1,500,1,2011-04-01 20:38:41,8,1,8,86.91,300,8,84,124002971,1 year or more,3+ years,1-2 years,Monthly,1600,491,610,704,747,606,1,1100,1,2011-04,3.0
500,1,875,1,2011-04-02 09:42:41,5,1,10,94.7,500,5,84,124000054,1 year or more,3+ years,1-2 years,Semi-monthly,3550,569,562,622,693,611,1,2675,1,2011-04,3.0
500,1,700,1,2011-04-02 12:13:52,5,1,10,92.17,500,5,57,default,1 year or more,1-2 years,1-2 years,Bi-weekly,2336,523,636,649,715,600,0,1636,1,2011-04,3.0
800,1,750,1,2011-04-02 13:54:31,8,1,8,231.76,800,8,83,default,1 year or more,0-12 months,3+ years,Monthly,2486,528,579,634,667,610,1,1736,1,2011-04,3.0
400,1,525,1,2011-04-02 15:25:58,6,1,6,137.4,400,6,84,124000054,1 year or more,0-12 months,3+ years,Monthly,4254,718,581,608,626,600,1,3729,1,2011-04,3.0
800,1,485,1,2011-04-03 14:02:03,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,0-12 months,Bi-weekly,1980,559,523,528,643,585,0,1495,1,2011-04,3.0
300,1,300,1,2011-04-03 18:44:53,3,1,3,170.81,300,3,84,124002971,1 year or more,0-12 months,0-12 months,Monthly,792,536,622,665,704,586,1,492,1,2011-04,3.0
800,1,750,1,2011-04-04 04:06:06,6,1,12,84.03,500,6,84,124000054,1 year or more,3+ years,3+ years,Semi-monthly,1300,567,588,640,662,611,1,550,1,2011-04,3.0
500,1,350,1,2011-04-04 12:34:59,5,1,5,193.91,500,5,57,default,1 year or more,3+ years,3+ years,Monthly,1571,544,517,539,628,582,0,1221,1,2011-04,3.0
500,1,350,1,2011-04-04 14:30:08,5,1,10,92.17,500,5,57,default,1 year or more,1-2 years,3+ years,Bi-weekly,600,734,585,628,703,584,1,250,1,2011-04,3.0
800,0,0,1,2011-04-04 14:45:40,6,1,13,123.82,800,6,83,default,1 year or more,3+ years,0-12 months,Bi-weekly,2086,589,547,565,680,605,1,2086,0,2011-04,3.0
400,1,550,1,2011-04-04 19:57:24,3,1,6,108.8,400,3,83,default,1 year or more,1-2 years,0-12 months,Bi-weekly,3392,564,554,603,628,616,0,2842,1,2011-04,3.0
500,1,1200,1,2011-04-05 07:20:59,5,1,5,193.91,500,5,84,default,0-12 months,3+ years,3+ years,Monthly,4200,586,575,646,716,612,1,3000,1,2011-04,3.0
400,0,0,0,2011-04-05 07:52:28,5,1,10,73.74,400,5,83,124103799,1 year or more,3+ years,3+ years,Bi-weekly,1920,660,553,565,674,603,1,1920,0,2011-04,3.0
800,0,1208,0,2011-04-05 11:17:50,6,1,6,274.81,800,6,83,123103729,1 year or more,3+ years,0-12 months,Monthly,3872,678,697,743,781,627,0,2664,1,2011-04,3.0
500,0,3018,1,2011-04-05 13:49:22,4,1,8,110.97,500,4,57,default,1 year or more,3+ years,3+ years,Semi-monthly,9666,616,650,675,733,647,1,6648,1,2011-04,3.0
300,1,525,1,2011-04-05 15:24:27,3,1,6,81.6,300,3,83,default,1 year or more,0-12 months,3+ years,Bi-weekly,2400,713,541,558,584,575,0,1875,1,2011-04,3.0
800,1,300,1,2011-04-05 23:13:20,8,1,16,113.77,800,8,84,default,1 year or more,0-12 months,3+ years,Semi-monthly,3148,546,576,607,674,589,0,2848,1,2011-04,3.0
500,1,650,1,2011-04-06 09:01:02,5,1,10,92.17,500,5,84,default,1 year or more,1-2 years,0-12 months,Bi-weekly,2200,560,517,526,623,576,0,1550,1,2011-04,3.0
600,1,800,1,2011-04-06 09:52:59,5,1,10,92.17,500,5,84,124000054,1 year or more,0-12 months,3+ years,Bi-weekly,1600,765,555,555,602,569,1,800,1,2011-04,3.0
800,0,750,1,2011-04-06 12:09:18,5,1,10,92.17,500,5,84,default,1 year or more,3+ years,3+ years,Bi-weekly,3566,512,558,556,680,609,0,2816,1,2011-04,3.0
800,0,0,1,2011-04-06 16:17:11,8,1,17,105.88,800,8,84,324079555,1 year or more,3+ years,3+ years,Bi-weekly,2300,583,625,660,705,653,1,2300,0,2011-04,3.0
800,0,250,0,2011-04-06 16:36:42,5,1,10,92.17,500,5,84,124000054,1 year or more,1-2 years,0-12 months,Bi-weekly,2000,577,567,642,644,602,0,1750,1,2011-04,3.0
500,1,250,1,2011-04-06 16:42:59,3,1,6,136.0,500,3,84,324079555,1 year or more,3+ years,3+ years,Bi-weekly,1830,541,640,677,728,610,0,1580,1,2011-04,3.0
500,0,1110,1,2011-04-06 19:04:16,6,1,6,171.75,500,6,84,124302150,1 year or more,3+ years,0-12 months,Monthly,3481,550,591,558,659,598,1,2371,1,2011-04,3.0
500,1,0,0,2011-04-06 19:27:31,5,1,10,94.7,500,5,84,default,1 year or more,3+ years,1-2 years,Semi-monthly,1300,640,583,596,641,561,0,1300,0,2011-04,3.0
800,1,800,1,2011-04-06 22:05:36,3,1,3,455.5,800,3,84,124001545,1 year or more,0-12 months,3+ years,Monthly,2992,576,631,665,657,630,1,2192,1,2011-04,3.0
